Specimen Collection Date,Age Group,New Confirmed Cases,Cumulative Confirmed Cases,Last Updated at
2020/10/10,80+,0,388,02/02/2021 02:15:04 PM
2020/10/11,80+,0,388,02/02/2021 02:15:04 PM
2020/10/12,80+,0,388,02/02/2021 02:15:04 PM
2020/10/13,80+,1,389,02/02/2021 02:15:04 PM
2020/10/14,80+,0,389,02/02/2021 02:15:04 PM
2020/10/15,80+,1,390,02/02/2021 02:15:04 PM
2020/10/16,80+,0,390,02/02/2021 02:15:04 PM
2020/10/17,80+,1,391,02/02/2021 02:15:04 PM
2020/10/18,80+,0,391,02/02/2021 02:15:04 PM
2020/10/19,80+,0,391,02/02/2021 02:15:04 PM
2020/10/20,80+,0,391,02/02/2021 02:15:04 PM
2020/10/21,80+,0,391,02/02/2021 02:15:04 PM
2020/10/22,80+,1,392,02/02/2021 02:15:04 PM
2020/10/23,80+,0,392,02/02/2021 02:15:04 PM
2020/10/24,80+,1,393,02/02/2021 02:15:04 PM
2020/10/25,80+,0,393,02/02/2021 02:15:04 PM
2020/10/26,80+,2,395,02/02/2021 02:15:04 PM
2020/10/27,80+,0,395,02/02/2021 02:15:04 PM
2020/10/28,80+,1,396,02/02/2021 02:15:04 PM
2020/10/29,80+,0,396,02/02/2021 02:15:04 PM
2020/10/30,80+,2,398,02/02/2021 02:15:04 PM
2020/10/31,80+,1,399,02/02/2021 02:15:04 PM
2020/11/01,80+,0,399,02/02/2021 02:15:04 PM
2020/11/02,80+,3,402,02/02/2021 02:15:04 PM
2020/11/03,80+,2,404,02/02/2021 02:15:04 PM
2020/11/04,80+,4,408,02/02/2021 02:15:04 PM
2020/11/05,80+,3,411,02/02/2021 02:15:04 PM
2020/11/06,80+,6,417,02/02/2021 02:15:04 PM
2020/11/07,80+,0,417,02/02/2021 02:15:04 PM
2020/11/08,80+,0,417,02/02/2021 02:15:04 PM
2020/11/09,80+,3,420,02/02/2021 02:15:04 PM
2020/11/10,80+,3,423,02/02/2021 02:15:04 PM
2020/11/11,80+,0,423,02/02/2021 02:15:04 PM
2020/11/12,80+,0,423,02/02/2021 02:15:04 PM
2020/11/13,80+,1,424,02/02/2021 02:15:04 PM
2020/11/14,80+,1,425,02/02/2021 02:15:04 PM
2020/11/15,80+,1,426,02/02/2021 02:15:04 PM
2020/11/16,80+,3,429,02/02/2021 02:15:04 PM
2020/11/17,80+,3,432,02/02/2021 02:15:04 PM
2020/11/18,80+,3,435,02/02/2021 02:15:04 PM
2020/11/19,80+,2,437,02/02/2021 02:15:04 PM
2020/11/20,80+,2,439,02/02/2021 02:15:04 PM
2020/11/21,80+,2,441,02/02/2021 02:15:04 PM
2020/11/22,80+,3,444,02/02/2021 02:15:04 PM
2020/11/23,80+,5,449,02/02/2021 02:15:04 PM
2020/11/24,80+,3,452,02/02/2021 02:15:04 PM
2020/11/25,80+,6,458,02/02/2021 02:15:04 PM
2020/11/26,80+,1,459,02/02/2021 02:15:04 PM
2020/11/27,80+,3,462,02/02/2021 02:15:04 PM
2020/11/28,80+,0,462,02/02/2021 02:15:04 PM
2020/11/29,80+,1,463,02/02/2021 02:15:04 PM
2020/11/30,80+,8,471,02/02/2021 02:15:04 PM
2020/12/01,80+,7,478,02/02/2021 02:15:04 PM
2020/12/02,80+,5,483,02/02/2021 02:15:04 PM
2020/12/03,80+,10,493,02/02/2021 02:15:04 PM
2020/12/04,80+,14,507,02/02/2021 02:15:04 PM
2020/12/05,80+,4,511,02/02/2021 02:15:04 PM
2020/12/06,80+,3,514,02/02/2021 02:15:04 PM
2020/12/07,80+,9,523,02/02/2021 02:15:04 PM
2020/12/08,80+,20,543,02/02/2021 02:15:04 PM
2020/12/09,80+,25,568,02/02/2021 02:15:04 PM
2020/12/10,80+,6,574,02/02/2021 02:15:04 PM
2020/12/11,80+,30,604,02/02/2021 02:15:04 PM
2020/12/12,80+,9,613,02/02/2021 02:15:04 PM
2020/12/13,80+,9,622,02/02/2021 02:15:04 PM
2020/12/14,80+,9,631,02/02/2021 02:15:04 PM
2020/12/15,80+,28,659,02/02/2021 02:15:04 PM
2020/12/16,80+,21,680,02/02/2021 02:15:04 PM
2020/12/17,80+,15,695,02/02/2021 02:15:04 PM
2020/12/18,80+,16,711,02/02/2021 02:15:04 PM
2020/12/19,80+,2,713,02/02/2021 02:15:04 PM
2020/12/20,80+,3,716,02/02/2021 02:15:04 PM
2020/12/21,80+,13,729,02/02/2021 02:15:04 PM
2020/12/22,80+,19,748,02/02/2021 02:15:04 PM
2020/12/23,80+,23,771,02/02/2021 02:15:04 PM
2020/12/24,80+,12,783,02/02/2021 02:15:04 PM
2020/12/25,80+,7,790,02/02/2021 02:15:04 PM
2020/12/26,80+,15,805,02/02/2021 02:15:04 PM
2020/12/27,80+,13,818,02/02/2021 02:15:04 PM
2020/12/28,80+,21,839,02/02/2021 02:15:04 PM
2020/12/29,80+,34,873,02/02/2021 02:15:04 PM
2020/12/30,80+,31,904,02/02/2021 02:15:04 PM
2020/12/31,80+,16,920,02/02/2021 02:15:04 PM
2021/01/01,80+,2,922,02/02/2021 02:15:04 PM
2021/01/02,80+,5,927,02/02/2021 02:15:04 PM
2021/01/03,80+,8,935,02/02/2021 02:15:04 PM
2021/01/04,80+,32,967,02/02/2021 02:15:04 PM
2021/01/05,80+,22,989,02/02/2021 02:15:04 PM
2021/01/06,80+,18,1007,02/02/2021 02:15:04 PM
2021/01/07,80+,12,1019,02/02/2021 02:15:04 PM
2021/01/08,80+,12,1031,02/02/2021 02:15:04 PM
2021/01/09,80+,18,1049,02/02/2021 02:15:04 PM
2021/01/10,80+,7,1056,02/02/2021 02:15:04 PM
2021/01/11,80+,13,1069,02/02/2021 02:15:04 PM
2021/01/12,80+,9,1078,02/02/2021 02:15:04 PM
2021/01/13,80+,10,1088,02/02/2021 02:15:04 PM
2021/01/14,80+,9,1097,02/02/2021 02:15:04 PM
2021/01/15,80+,14,1111,02/02/2021 02:15:04 PM
2021/01/16,80+,11,1122,02/02/2021 02:15:04 PM
2021/01/17,80+,2,1124,02/02/2021 02:15:04 PM
2021/01/18,80+,9,1133,02/02/2021 02:15:04 PM
2021/01/19,80+,9,1142,02/02/2021 02:15:04 PM
2021/01/20,80+,9,1151,02/02/2021 02:15:04 PM
2021/01/21,80+,6,1157,02/02/2021 02:15:04 PM
2021/01/22,80+,6,1163,02/02/2021 02:15:04 PM
2021/01/23,80+,3,1166,02/02/2021 02:15:04 PM
2021/01/24,80+,10,1176,02/02/2021 02:15:04 PM
2021/01/25,80+,11,1187,02/02/2021 02:15:04 PM
2021/01/26,80+,3,1190,02/02/2021 02:15:04 PM
2021/01/27,80+,5,1195,02/02/2021 02:15:04 PM
2021/01/28,80+,5,1200,02/02/2021 02:15:04 PM
2021/01/29,80+,7,1207,02/02/2021 02:15:04 PM
2021/01/30,80+,3,1210,02/02/2021 02:15:04 PM
2021/01/31,80+,1,1211,02/02/2021 02:15:04 PM
2020/03/16,60-69,5,7,02/02/2021 02:15:04 PM
2020/03/17,60-69,2,9,02/02/2021 02:15:04 PM
2020/03/18,60-69,1,10,02/02/2021 02:15:04 PM
2020/03/19,60-69,1,11,02/02/2021 02:15:04 PM
2020/03/20,60-69,5,16,02/02/2021 02:15:04 PM
2020/03/21,60-69,1,17,02/02/2021 02:15:04 PM
2020/03/22,60-69,3,20,02/02/2021 02:15:04 PM
2020/03/23,60-69,3,23,02/02/2021 02:15:04 PM
2020/03/24,60-69,5,28,02/02/2021 02:15:04 PM
2020/03/25,60-69,8,36,02/02/2021 02:15:04 PM
2020/03/26,60-69,5,41,02/02/2021 02:15:04 PM
2020/03/27,60-69,4,45,02/02/2021 02:15:04 PM
2020/03/28,60-69,4,49,02/02/2021 02:15:04 PM
2020/03/29,60-69,1,50,02/02/2021 02:15:04 PM
2020/03/30,60-69,9,59,02/02/2021 02:15:04 PM
2020/03/31,60-69,4,63,02/02/2021 02:15:04 PM
2020/04/01,60-69,5,68,02/02/2021 02:15:04 PM
2020/04/02,60-69,4,72,02/02/2021 02:15:04 PM
2020/04/03,60-69,4,76,02/02/2021 02:15:04 PM
2020/04/04,60-69,0,76,02/02/2021 02:15:04 PM
2020/04/05,60-69,4,80,02/02/2021 02:15:04 PM
2020/04/06,60-69,7,87,02/02/2021 02:15:04 PM
2020/04/07,60-69,4,91,02/02/2021 02:15:04 PM
2020/04/08,60-69,9,100,02/02/2021 02:15:04 PM
2020/04/09,60-69,11,111,02/02/2021 02:15:04 PM
2020/04/10,60-69,3,114,02/02/2021 02:15:04 PM
2020/04/11,60-69,3,117,02/02/2021 02:15:04 PM
2020/04/12,60-69,1,118,02/02/2021 02:15:04 PM
2020/04/13,60-69,4,122,02/02/2021 02:15:04 PM
2020/04/14,60-69,8,130,02/02/2021 02:15:04 PM
2020/04/15,60-69,7,137,02/02/2021 02:15:04 PM
2020/04/16,60-69,2,139,02/02/2021 02:15:04 PM
2020/04/17,60-69,3,142,02/02/2021 02:15:04 PM
2020/04/18,60-69,1,143,02/02/2021 02:15:04 PM
2020/04/19,60-69,7,150,02/02/2021 02:15:04 PM
2020/04/20,60-69,5,155,02/02/2021 02:15:04 PM
2020/04/21,60-69,4,159,02/02/2021 02:15:04 PM
2020/04/22,60-69,6,165,02/02/2021 02:15:04 PM
2020/04/23,60-69,8,173,02/02/2021 02:15:04 PM
2020/04/24,60-69,2,175,02/02/2021 02:15:04 PM
2020/04/25,60-69,3,178,02/02/2021 02:15:04 PM
2020/04/26,60-69,2,180,02/02/2021 02:15:04 PM
2020/04/27,60-69,4,184,02/02/2021 02:15:04 PM
2020/04/28,60-69,2,186,02/02/2021 02:15:04 PM
2020/04/29,60-69,7,193,02/02/2021 02:15:04 PM
2020/04/30,60-69,3,196,02/02/2021 02:15:04 PM
2020/05/01,60-69,2,198,02/02/2021 02:15:04 PM
2020/05/02,60-69,5,203,02/02/2021 02:15:04 PM
2020/05/03,60-69,0,203,02/02/2021 02:15:04 PM
2020/05/04,60-69,3,206,02/02/2021 02:15:04 PM
2020/05/05,60-69,2,208,02/02/2021 02:15:04 PM
2020/05/06,60-69,3,211,02/02/2021 02:15:04 PM
2020/05/07,60-69,2,213,02/02/2021 02:15:04 PM
2020/05/08,60-69,3,216,02/02/2021 02:15:04 PM
2020/05/09,60-69,0,216,02/02/2021 02:15:04 PM
2020/05/10,60-69,0,216,02/02/2021 02:15:04 PM
2020/05/11,60-69,1,217,02/02/2021 02:15:04 PM
2020/05/12,60-69,1,218,02/02/2021 02:15:04 PM
2020/05/13,60-69,2,220,02/02/2021 02:15:04 PM
2020/05/14,60-69,5,225,02/02/2021 02:15:04 PM
2020/05/15,60-69,3,228,02/02/2021 02:15:04 PM
2020/05/16,60-69,2,230,02/02/2021 02:15:04 PM
2020/05/17,60-69,1,231,02/02/2021 02:15:04 PM
2020/05/18,60-69,1,232,02/02/2021 02:15:04 PM
2020/05/19,60-69,0,232,02/02/2021 02:15:04 PM
2020/05/20,60-69,2,234,02/02/2021 02:15:04 PM
2020/05/21,60-69,1,235,02/02/2021 02:15:04 PM
2020/05/22,60-69,1,236,02/02/2021 02:15:04 PM
2020/05/23,60-69,2,238,02/02/2021 02:15:04 PM
2020/05/24,60-69,0,238,02/02/2021 02:15:04 PM
2020/05/25,60-69,1,239,02/02/2021 02:15:04 PM
2020/05/26,60-69,0,239,02/02/2021 02:15:04 PM
2020/05/27,60-69,1,240,02/02/2021 02:15:04 PM
2020/05/28,60-69,1,241,02/02/2021 02:15:04 PM
2020/05/29,60-69,1,242,02/02/2021 02:15:04 PM
2020/05/30,60-69,2,244,02/02/2021 02:15:04 PM
2020/05/31,60-69,3,247,02/02/2021 02:15:04 PM
2020/06/01,60-69,1,248,02/02/2021 02:15:04 PM
2020/06/02,60-69,3,251,02/02/2021 02:15:04 PM
2020/06/03,60-69,2,253,02/02/2021 02:15:04 PM
2020/06/04,60-69,3,256,02/02/2021 02:15:04 PM
2020/06/05,60-69,3,259,02/02/2021 02:15:04 PM
2020/06/06,60-69,2,261,02/02/2021 02:15:04 PM
2020/06/07,60-69,1,262,02/02/2021 02:15:04 PM
2020/06/08,60-69,2,264,02/02/2021 02:15:04 PM
2020/06/09,60-69,1,265,02/02/2021 02:15:04 PM
2020/06/10,60-69,0,265,02/02/2021 02:15:04 PM
2020/06/11,60-69,2,267,02/02/2021 02:15:04 PM
2020/06/12,60-69,4,271,02/02/2021 02:15:04 PM
2020/06/13,60-69,0,271,02/02/2021 02:15:04 PM
2020/06/14,60-69,0,271,02/02/2021 02:15:04 PM
2020/06/15,60-69,1,272,02/02/2021 02:15:04 PM
2020/06/16,60-69,3,275,02/02/2021 02:15:04 PM
2020/06/17,60-69,1,276,02/02/2021 02:15:04 PM
2020/06/18,60-69,3,279,02/02/2021 02:15:04 PM
2020/06/19,60-69,5,284,02/02/2021 02:15:04 PM
2020/06/20,60-69,1,285,02/02/2021 02:15:04 PM
2020/06/21,60-69,0,285,02/02/2021 02:15:04 PM
2020/06/22,60-69,7,292,02/02/2021 02:15:04 PM
2020/06/23,60-69,6,298,02/02/2021 02:15:04 PM
2020/06/24,60-69,3,301,02/02/2021 02:15:04 PM
2020/06/25,60-69,3,304,02/02/2021 02:15:04 PM
2020/06/26,60-69,7,311,02/02/2021 02:15:04 PM
2020/06/27,60-69,4,315,02/02/2021 02:15:04 PM
2020/06/28,60-69,3,318,02/02/2021 02:15:04 PM
2020/06/29,60-69,3,321,02/02/2021 02:15:04 PM
2020/06/30,60-69,6,327,02/02/2021 02:15:04 PM
2020/07/01,60-69,5,332,02/02/2021 02:15:04 PM
2020/07/02,60-69,6,338,02/02/2021 02:15:04 PM
2020/07/03,60-69,0,338,02/02/2021 02:15:04 PM
2020/07/04,60-69,0,338,02/02/2021 02:15:04 PM
2020/07/05,60-69,2,340,02/02/2021 02:15:04 PM
2020/07/06,60-69,7,347,02/02/2021 02:15:04 PM
2020/07/07,60-69,5,352,02/02/2021 02:15:04 PM
2020/07/08,60-69,7,359,02/02/2021 02:15:04 PM
2020/07/09,60-69,4,363,02/02/2021 02:15:04 PM
2020/07/10,60-69,8,371,02/02/2021 02:15:04 PM
2020/07/11,60-69,5,376,02/02/2021 02:15:04 PM
2020/07/12,60-69,5,381,02/02/2021 02:15:04 PM
2020/07/13,60-69,8,389,02/02/2021 02:15:04 PM
2020/07/14,60-69,11,400,02/02/2021 02:15:04 PM
2020/07/15,60-69,10,410,02/02/2021 02:15:04 PM
2020/07/16,60-69,8,418,02/02/2021 02:15:04 PM
2020/07/17,60-69,10,428,02/02/2021 02:15:04 PM
2020/07/18,60-69,5,433,02/02/2021 02:15:04 PM
2020/07/19,60-69,6,439,02/02/2021 02:15:04 PM
2020/07/20,60-69,10,449,02/02/2021 02:15:04 PM
2020/07/21,60-69,14,463,02/02/2021 02:15:04 PM
2020/07/22,60-69,11,474,02/02/2021 02:15:04 PM
2020/07/23,60-69,6,480,02/02/2021 02:15:04 PM
2020/07/24,60-69,7,487,02/02/2021 02:15:04 PM
2020/07/25,60-69,3,490,02/02/2021 02:15:04 PM
2020/07/26,60-69,4,494,02/02/2021 02:15:04 PM
2020/07/27,60-69,3,497,02/02/2021 02:15:04 PM
2020/07/28,60-69,7,504,02/02/2021 02:15:04 PM
2020/07/29,60-69,9,513,02/02/2021 02:15:04 PM
2020/07/30,60-69,11,524,02/02/2021 02:15:04 PM
2020/07/31,60-69,14,538,02/02/2021 02:15:04 PM
2020/08/01,60-69,4,542,02/02/2021 02:15:04 PM
2020/08/02,60-69,1,543,02/02/2021 02:15:04 PM
2020/08/03,60-69,10,553,02/02/2021 02:15:04 PM
2020/08/04,60-69,6,559,02/02/2021 02:15:04 PM
2020/08/05,60-69,8,567,02/02/2021 02:15:04 PM
2020/08/06,60-69,2,569,02/02/2021 02:15:04 PM
2020/08/07,60-69,6,575,02/02/2021 02:15:04 PM
2020/08/08,60-69,3,578,02/02/2021 02:15:04 PM
2020/08/09,60-69,1,579,02/02/2021 02:15:04 PM
2020/08/10,60-69,8,587,02/02/2021 02:15:04 PM
2020/08/11,60-69,3,590,02/02/2021 02:15:04 PM
2020/08/12,60-69,7,597,02/02/2021 02:15:04 PM
2020/08/13,60-69,6,603,02/02/2021 02:15:04 PM
2020/08/14,60-69,5,608,02/02/2021 02:15:04 PM
2020/08/15,60-69,5,613,02/02/2021 02:15:04 PM
2020/08/16,60-69,5,618,02/02/2021 02:15:04 PM
2020/08/17,60-69,5,623,02/02/2021 02:15:04 PM
2020/08/18,60-69,3,626,02/02/2021 02:15:04 PM
2020/08/19,60-69,3,629,02/02/2021 02:15:04 PM
2020/08/20,60-69,6,635,02/02/2021 02:15:04 PM
2020/08/21,60-69,5,640,02/02/2021 02:15:04 PM
2020/08/22,60-69,6,646,02/02/2021 02:15:04 PM
2020/08/23,60-69,2,648,02/02/2021 02:15:04 PM
2020/08/24,60-69,9,657,02/02/2021 02:15:04 PM
2020/08/25,60-69,4,661,02/02/2021 02:15:04 PM
2020/08/26,60-69,1,662,02/02/2021 02:15:04 PM
2020/08/27,60-69,5,667,02/02/2021 02:15:04 PM
2020/08/28,60-69,4,671,02/02/2021 02:15:04 PM
2020/08/29,60-69,5,676,02/02/2021 02:15:04 PM
2020/08/30,60-69,1,677,02/02/2021 02:15:04 PM
2020/08/31,60-69,6,683,02/02/2021 02:15:04 PM
2020/09/01,60-69,4,687,02/02/2021 02:15:04 PM
2020/09/02,60-69,8,695,02/02/2021 02:15:04 PM
2020/09/03,60-69,4,699,02/02/2021 02:15:04 PM
2020/09/04,60-69,6,705,02/02/2021 02:15:04 PM
2020/09/05,60-69,6,711,02/02/2021 02:15:04 PM
2020/09/06,60-69,1,712,02/02/2021 02:15:04 PM
2020/09/07,60-69,4,716,02/02/2021 02:15:04 PM
2020/09/08,60-69,3,719,02/02/2021 02:15:04 PM
2020/09/09,60-69,6,725,02/02/2021 02:15:04 PM
2020/09/10,60-69,6,731,02/02/2021 02:15:04 PM
2020/09/11,60-69,13,744,02/02/2021 02:15:04 PM
2020/09/12,60-69,4,748,02/02/2021 02:15:04 PM
2020/09/13,60-69,0,748,02/02/2021 02:15:04 PM
2020/09/14,60-69,4,752,02/02/2021 02:15:04 PM
2020/09/15,60-69,8,760,02/02/2021 02:15:04 PM
2020/09/16,60-69,9,769,02/02/2021 02:15:04 PM
2020/09/17,60-69,3,772,02/02/2021 02:15:04 PM
2020/09/18,60-69,5,777,02/02/2021 02:15:04 PM
2020/09/19,60-69,1,778,02/02/2021 02:15:04 PM
2020/09/20,60-69,1,779,02/02/2021 02:15:04 PM
2020/09/21,60-69,4,783,02/02/2021 02:15:04 PM
2020/09/22,60-69,3,786,02/02/2021 02:15:04 PM
2020/09/23,60-69,4,790,02/02/2021 02:15:04 PM
2020/09/24,60-69,3,793,02/02/2021 02:15:04 PM
2020/09/25,60-69,3,796,02/02/2021 02:15:04 PM
2020/09/26,60-69,2,798,02/02/2021 02:15:04 PM
2020/09/27,60-69,2,800,02/02/2021 02:15:04 PM
2020/09/28,60-69,3,803,02/02/2021 02:15:04 PM
2020/09/29,60-69,4,807,02/02/2021 02:15:04 PM
2020/09/30,60-69,7,814,02/02/2021 02:15:04 PM
2020/10/01,60-69,5,819,02/02/2021 02:15:04 PM
2020/10/02,60-69,2,821,02/02/2021 02:15:04 PM
2020/10/03,60-69,2,823,02/02/2021 02:15:04 PM
2020/10/04,60-69,0,823,02/02/2021 02:15:04 PM
2020/10/05,60-69,2,825,02/02/2021 02:15:04 PM
2020/10/06,60-69,3,828,02/02/2021 02:15:04 PM
2020/10/07,60-69,0,828,02/02/2021 02:15:04 PM
2020/10/08,60-69,0,828,02/02/2021 02:15:04 PM
2020/10/09,60-69,3,831,02/02/2021 02:15:04 PM
2020/10/10,60-69,1,832,02/02/2021 02:15:04 PM
2020/10/11,60-69,0,832,02/02/2021 02:15:04 PM
2020/10/12,60-69,3,835,02/02/2021 02:15:04 PM
2020/10/13,60-69,5,840,02/02/2021 02:15:04 PM
2020/10/14,60-69,2,842,02/02/2021 02:15:04 PM
2020/10/15,60-69,2,844,02/02/2021 02:15:04 PM
2020/10/16,60-69,5,849,02/02/2021 02:15:04 PM
2020/10/17,60-69,1,850,02/02/2021 02:15:04 PM
2020/10/18,60-69,2,852,02/02/2021 02:15:04 PM
2020/10/19,60-69,3,855,02/02/2021 02:15:04 PM
2020/10/20,60-69,4,859,02/02/2021 02:15:04 PM
2020/10/21,60-69,0,859,02/02/2021 02:15:04 PM
2020/10/22,60-69,2,861,02/02/2021 02:15:04 PM
2020/10/23,60-69,5,866,02/02/2021 02:15:04 PM
2020/10/24,60-69,1,867,02/02/2021 02:15:04 PM
2020/10/25,60-69,2,869,02/02/2021 02:15:04 PM
2020/10/26,60-69,2,871,02/02/2021 02:15:04 PM
2020/10/27,60-69,5,876,02/02/2021 02:15:04 PM
2020/10/28,60-69,4,880,02/02/2021 02:15:04 PM
2020/10/29,60-69,4,884,02/02/2021 02:15:04 PM
2020/10/30,60-69,2,886,02/02/2021 02:15:04 PM
2020/10/31,60-69,2,888,02/02/2021 02:15:04 PM
2020/11/01,60-69,1,889,02/02/2021 02:15:04 PM
2020/11/02,60-69,3,892,02/02/2021 02:15:04 PM
2020/11/03,60-69,2,894,02/02/2021 02:15:04 PM
2020/11/04,60-69,12,906,02/02/2021 02:15:04 PM
2020/11/05,60-69,9,915,02/02/2021 02:15:04 PM
2020/11/06,60-69,4,919,02/02/2021 02:15:04 PM
2020/11/07,60-69,4,923,02/02/2021 02:15:04 PM
2020/11/08,60-69,3,926,02/02/2021 02:15:04 PM
2020/11/09,60-69,10,936,02/02/2021 02:15:04 PM
2020/11/10,60-69,7,943,02/02/2021 02:15:04 PM
2020/11/11,60-69,6,949,02/02/2021 02:15:04 PM
2020/11/12,60-69,10,959,02/02/2021 02:15:04 PM
2020/11/13,60-69,4,963,02/02/2021 02:15:04 PM
2020/11/14,60-69,2,965,02/02/2021 02:15:04 PM
2020/11/15,60-69,6,971,02/02/2021 02:15:04 PM
2020/11/16,60-69,13,984,02/02/2021 02:15:04 PM
2020/11/17,60-69,7,991,02/02/2021 02:15:04 PM
2020/11/18,60-69,12,1003,02/02/2021 02:15:04 PM
2020/11/19,60-69,6,1009,02/02/2021 02:15:04 PM
2020/11/20,60-69,9,1018,02/02/2021 02:15:04 PM
2020/11/21,60-69,7,1025,02/02/2021 02:15:04 PM
2020/11/22,60-69,6,1031,02/02/2021 02:15:04 PM
2020/11/23,60-69,12,1043,02/02/2021 02:15:04 PM
2020/11/24,60-69,11,1054,02/02/2021 02:15:04 PM
2020/11/25,60-69,8,1062,02/02/2021 02:15:04 PM
2020/11/26,60-69,10,1072,02/02/2021 02:15:04 PM
2020/11/27,60-69,9,1081,02/02/2021 02:15:04 PM
2020/11/28,60-69,5,1086,02/02/2021 02:15:04 PM
2020/11/29,60-69,5,1091,02/02/2021 02:15:04 PM
2020/11/30,60-69,18,1109,02/02/2021 02:15:04 PM
2020/12/01,60-69,16,1125,02/02/2021 02:15:04 PM
2020/12/02,60-69,25,1150,02/02/2021 02:15:04 PM
2020/12/03,60-69,21,1171,02/02/2021 02:15:04 PM
2020/12/04,60-69,10,1181,02/02/2021 02:15:04 PM
2020/12/05,60-69,9,1190,02/02/2021 02:15:04 PM
2020/12/06,60-69,3,1193,02/02/2021 02:15:04 PM
2020/12/07,60-69,28,1221,02/02/2021 02:15:04 PM
2020/12/08,60-69,18,1239,02/02/2021 02:15:04 PM
2020/12/09,60-69,23,1262,02/02/2021 02:15:04 PM
2020/12/10,60-69,21,1283,02/02/2021 02:15:04 PM
2020/12/11,60-69,31,1314,02/02/2021 02:15:04 PM
2020/12/12,60-69,10,1324,02/02/2021 02:15:04 PM
2020/12/13,60-69,13,1337,02/02/2021 02:15:04 PM
2020/12/14,60-69,36,1373,02/02/2021 02:15:04 PM
2020/12/15,60-69,35,1408,02/02/2021 02:15:04 PM
2020/12/16,60-69,27,1435,02/02/2021 02:15:04 PM
2020/12/17,60-69,20,1455,02/02/2021 02:15:04 PM
2020/12/18,60-69,32,1487,02/02/2021 02:15:04 PM
2020/12/19,60-69,7,1494,02/02/2021 02:15:04 PM
2020/12/20,60-69,9,1503,02/02/2021 02:15:04 PM
2020/12/21,60-69,34,1537,02/02/2021 02:15:04 PM
2020/12/22,60-69,24,1561,02/02/2021 02:15:04 PM
2020/12/23,60-69,23,1584,02/02/2021 02:15:04 PM
2020/12/24,60-69,28,1612,02/02/2021 02:15:04 PM
2020/12/25,60-69,6,1618,02/02/2021 02:15:04 PM
2020/12/26,60-69,20,1638,02/02/2021 02:15:04 PM
2020/12/27,60-69,10,1648,02/02/2021 02:15:04 PM
2020/12/28,60-69,33,1681,02/02/2021 02:15:04 PM
2020/12/29,60-69,40,1721,02/02/2021 02:15:04 PM
2020/12/30,60-69,38,1759,02/02/2021 02:15:04 PM
2020/12/31,60-69,20,1779,02/02/2021 02:15:04 PM
2021/01/01,60-69,10,1789,02/02/2021 02:15:04 PM
2021/01/02,60-69,21,1810,02/02/2021 02:15:04 PM
2021/01/03,60-69,19,1829,02/02/2021 02:15:04 PM
2021/01/04,60-69,50,1879,02/02/2021 02:15:04 PM
2021/01/05,60-69,34,1913,02/02/2021 02:15:04 PM
2021/01/06,60-69,33,1946,02/02/2021 02:15:04 PM
2021/01/07,60-69,31,1977,02/02/2021 02:15:04 PM
2021/01/08,60-69,19,1996,02/02/2021 02:15:04 PM
2021/01/09,60-69,21,2017,02/02/2021 02:15:04 PM
2021/01/10,60-69,7,2024,02/02/2021 02:15:04 PM
2021/01/11,60-69,50,2074,02/02/2021 02:15:04 PM
2021/01/12,60-69,26,2100,02/02/2021 02:15:04 PM
2021/01/13,60-69,27,2127,02/02/2021 02:15:04 PM
2021/01/14,60-69,21,2148,02/02/2021 02:15:04 PM
2021/01/15,60-69,26,2174,02/02/2021 02:15:04 PM
2021/01/16,60-69,15,2189,02/02/2021 02:15:04 PM
2021/01/17,60-69,10,2199,02/02/2021 02:15:04 PM
2021/01/18,60-69,13,2212,02/02/2021 02:15:04 PM
2021/01/19,60-69,13,2225,02/02/2021 02:15:04 PM
2021/01/20,60-69,18,2243,02/02/2021 02:15:04 PM
2021/01/21,60-69,24,2267,02/02/2021 02:15:04 PM
2021/01/22,60-69,15,2282,02/02/2021 02:15:04 PM
2021/01/23,60-69,4,2286,02/02/2021 02:15:04 PM
2021/01/24,60-69,11,2297,02/02/2021 02:15:04 PM
2021/01/25,60-69,17,2314,02/02/2021 02:15:04 PM
2021/01/26,60-69,10,2324,02/02/2021 02:15:04 PM
2021/01/27,60-69,16,2340,02/02/2021 02:15:04 PM
2021/01/28,60-69,13,2353,02/02/2021 02:15:04 PM
2021/01/29,60-69,14,2367,02/02/2021 02:15:04 PM
2021/01/30,60-69,13,2380,02/02/2021 02:15:04 PM
2021/01/31,60-69,3,2383,02/02/2021 02:15:04 PM
2020/03/23,18-20,1,5,02/02/2021 02:15:04 PM
2020/03/24,18-20,2,7,02/02/2021 02:15:04 PM
2020/03/25,18-20,1,8,02/02/2021 02:15:04 PM
2020/03/26,18-20,0,8,02/02/2021 02:15:04 PM
2020/03/27,18-20,0,8,02/02/2021 02:15:04 PM
2020/03/28,18-20,0,8,02/02/2021 02:15:04 PM
2020/03/29,18-20,0,8,02/02/2021 02:15:04 PM
2020/03/30,18-20,1,9,02/02/2021 02:15:04 PM
2020/03/31,18-20,0,9,02/02/2021 02:15:04 PM
2020/04/01,18-20,0,9,02/02/2021 02:15:04 PM
2020/04/02,18-20,1,10,02/02/2021 02:15:04 PM
2020/04/03,18-20,1,11,02/02/2021 02:15:04 PM
2020/04/04,18-20,0,11,02/02/2021 02:15:04 PM
2020/04/05,18-20,0,11,02/02/2021 02:15:04 PM
