"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 07, 2020","10,185.94","10,192.33","10,192.88","10,119.56","-","-0.06%"
"Jul 06, 2020","10,192.33","10,225.67","10,252.13","10,189.54","-","-0.33%"
"Jul 03, 2020","10,225.67","10,203.83","10,242.33","10,190.87","-","0.21%"
"Jul 02, 2020","10,203.83","10,211.41","10,223.47","10,187.06","-","-0.07%"
"Jul 01, 2020","10,211.41","10,169.19","10,218.72","10,168.78","-","0.42%"
"Jun 30, 2020","10,169.19","10,089.41","10,172.78","10,089.41","-","0.79%"
"Jun 29, 2020","10,089.41","10,113.99","10,218.43","10,088.81","-","-0.24%"
"Jun 26, 2020","10,113.99","10,234.68","10,265.68","10,113.99","-","-1.18%"
"Jun 25, 2020","10,234.68","10,292.13","10,334.69","10,234.68","-","-0.56%"
"Jun 24, 2020","10,292.13","10,341.77","10,367.73","10,264.84","-","-0.48%"
"Jun 23, 2020","10,341.77","10,388.71","10,388.71","10,341.77","-","-0.45%"
"Jun 22, 2020","10,388.71","10,352.71","10,408.92","10,352.71","-","0.31%"
"Jun 19, 2020","10,356.28","10,379.62","10,445.17","10,342.37","-","-0.29%"
"Jun 18, 2020","10,386.50","10,438.48","10,636.51","10,386.43","-","-0.50%"
"Jun 17, 2020","10,438.48","10,084.64","10,438.48","10,083.82","-","3.51%"
"Jun 16, 2020","10,084.64","10,020.28","10,113.61","10,018.40","-","0.64%"
"Jun 15, 2020","10,020.28","9,927.06","10,036.25","9,925.71","-","0.94%"
"Jun 12, 2020","9,927.06","9,996.29","10,026.06","9,926.86","-","-0.69%"
"Jun 11, 2020","9,996.29","10,043.41","10,074.89","9,982.83","-","-0.47%"
"Jun 10, 2020","10,043.41","10,089.90","10,120.40","10,043.41","-","-0.83%"
"Jun 09, 2020","10,127.49","10,154.93","10,177.28","10,127.49","-","-0.27%"
"Jun 08, 2020","10,154.93","10,124.27","10,182.98","10,122.85","-","0.30%"
"Jun 05, 2020","10,124.27","10,179.11","10,245.99","10,124.27","-","-0.54%"
"Jun 04, 2020","10,179.11","10,124.81","10,237.25","10,124.81","-","0.54%"
"Jun 03, 2020","10,124.81","10,018.58","10,136.93","10,018.05","-","1.06%"
"Jun 02, 2020","10,018.58","9,938.61","10,023.76","9,938.61","-","0.80%"
"Jun 01, 2020","9,938.61","9,852.80","9,956.10","9,852.80","-","0.87%"
"May 29, 2020","9,852.80","9,844.88","9,903.58","9,821.70","-","0.08%"
"May 28, 2020","9,844.88","9,935.25","9,966.95","9,844.78","-","-0.91%"
"May 27, 2020","9,935.25","9,845.38","9,978.92","9,845.38","-","0.89%"
"May 26, 2020","9,847.80","9,691.94","9,857.81","9,691.94","-","1.61%"
"May 22, 2020","9,691.94","9,592.54","9,700.58","9,592.54","-","1.04%"
"May 21, 2020","9,592.54","9,505.71","9,600.36","9,505.71","-","0.91%"
"May 20, 2020","9,505.71","9,488.52","9,519.72","9,469.71","-","0.18%"
"May 19, 2020","9,488.52","9,553.52","9,609.23","9,488.52","-","-0.68%"
"May 18, 2020","9,553.52","9,405.87","9,571.75","9,393.90","-","1.49%"
"May 15, 2020","9,413.67","9,322.91","9,428.71","9,321.67","-","0.97%"
"May 14, 2020","9,322.91","9,250.20","9,341.65","9,245.93","-","0.79%"
"May 13, 2020","9,250.20","9,326.44","9,326.44","9,203.20","-","-0.82%"
"May 12, 2020","9,326.44","9,505.66","9,537.84","9,326.44","-","-1.89%"
"May 11, 2020","9,505.66","9,517.12","9,539.18","9,483.86","-","-0.12%"
"May 08, 2020","9,517.12","9,682.07","9,694.77","9,517.12","-","-1.70%"
"May 07, 2020","9,682.07","9,616.30","9,685.03","9,616.30","-","0.68%"
"May 06, 2020","9,616.30","9,557.04","9,669.79","9,557.04","-","0.62%"
"May 05, 2020","9,557.04","9,438.00","9,575.43","9,438.00","-","1.26%"
"May 04, 2020","9,438.00","9,400.70","9,467.69","9,386.36","-","0.40%"
"Apr 30, 2020","9,400.70","9,300.42","9,448.64","9,300.42","-","1.08%"
"Apr 29, 2020","9,300.42","9,175.44","9,310.94","9,175.44","-","1.36%"
"Apr 28, 2020","9,175.44","9,084.09","9,213.51","9,084.09","-","1.01%"
"Apr 27, 2020","9,084.09","9,043.75","9,105.40","9,043.75","-","0.45%"
"Apr 24, 2020","9,043.75","9,009.80","9,075.45","9,009.80","-","0.38%"
"Apr 23, 2020","9,009.80","9,002.18","9,071.23","8,997.94","-","0.08%"
"Apr 22, 2020","9,002.18","9,003.69","9,064.97","8,993.23","-","-0.02%"
"Apr 21, 2020","9,003.69","9,079.98","9,138.26","9,003.26","-","-0.94%"
"Apr 20, 2020","9,088.74","9,084.88","9,132.13","9,084.88","-","0.04%"
"Apr 17, 2020","9,084.88","9,147.82","9,155.56","9,084.88","-","-0.69%"
"Apr 16, 2020","9,147.85","9,196.10","9,227.67","9,147.85","-","-0.52%"
"Apr 15, 2020","9,196.10","9,293.04","9,309.22","9,196.10","-","-1.04%"
"Apr 14, 2020","9,293.04","9,326.70","9,370.84","9,293.04","-","-0.36%"
"Apr 13, 2020","9,326.70","9,300.27","9,336.30","9,291.63","-","0.28%"
"Apr 10, 2020","9,300.27","9,237.67","9,324.39","9,237.50","-","0.68%"
"Apr 09, 2020","9,237.67","9,183.80","9,312.66","9,182.34","-","0.59%"
"Apr 08, 2020","9,183.80","9,056.04","9,196.91","9,056.04","-","1.41%"
"Apr 07, 2020","9,056.04","9,240.00","9,279.12","9,051.22","-","-1.99%"
"Apr 06, 2020","9,240.00","9,395.76","9,401.42","9,240.00","-","-1.66%"
"Apr 03, 2020","9,395.76","9,559.50","9,570.30","9,394.15","-","-1.72%"
"Apr 02, 2020","9,559.86","9,626.54","9,668.30","9,530.81","-","-0.69%"
"Apr 01, 2020","9,626.05","9,704.85","9,717.96","9,626.05","-","-0.81%"
"Mar 31, 2020","9,704.85","9,725.94","9,760.49","9,704.85","-","-0.22%"
"Mar 30, 2020","9,725.94","9,743.75","9,818.62","9,724.40","-","-0.18%"
"Mar 27, 2020","9,743.75","9,799.53","9,852.88","9,729.47","-","-0.57%"
"Mar 26, 2020","9,799.53","9,891.77","9,971.59","9,785.28","-","-0.93%"
"Mar 25, 2020","9,891.77","10,167.92","10,222.41","9,891.77","-","-2.72%"
"Mar 24, 2020","10,167.92","9,953.45","10,191.42","9,953.45","-","2.15%"
"Mar 23, 2020","9,953.45","9,609.27","9,953.45","9,609.27","-","3.58%"
"Mar 20, 2020","9,609.27","9,291.60","9,609.28","9,291.60","-","3.42%"
"Mar 19, 2020","9,291.60","8,987.89","9,298.24","8,916.12","-","3.38%"
"Mar 18, 2020","8,987.89","9,298.54","9,302.62","8,987.89","-","-3.34%"
"Mar 17, 2020","9,298.54","9,596.00","9,602.41","9,298.54","-","-3.10%"
"Mar 16, 2020","9,596.00","10,524.05","10,524.05","9,596.00","-","-8.82%"
"Mar 13, 2020","10,524.05","10,579.76","10,579.76","10,266.87","-","-0.53%"
"Mar 12, 2020","10,579.76","11,339.46","11,342.70","10,579.08","-","-6.70%"
"Mar 11, 2020","11,339.46","11,395.21","11,493.60","11,329.70","-","-0.49%"
"Mar 10, 2020","11,395.21","10,806.41","11,447.92","10,805.88","-","5.45%"
"Mar 09, 2020","10,806.41","11,474.03","11,474.03","10,787.00","-","-5.82%"
"Mar 06, 2020","11,474.03","11,835.47","11,844.79","11,473.23","-","-3.05%"
"Mar 05, 2020","11,835.47","11,881.83","11,933.53","11,832.83","-","-0.39%"
"Mar 04, 2020","11,881.83","11,961.71","11,971.59","11,881.11","-","-0.67%"
"Mar 03, 2020","11,961.71","12,189.28","12,190.06","11,939.35","-","-1.87%"
"Mar 02, 2020","12,189.28","12,260.94","12,268.94","12,189.28","-","-0.58%"
"Feb 28, 2020","12,260.94","12,380.29","12,403.08","12,260.94","-","-0.96%"
"Feb 27, 2020","12,380.29","12,410.25","12,410.25","12,350.31","-","-0.24%"
"Feb 26, 2020","12,410.25","12,442.24","12,442.24","12,404.64","-","-0.26%"
"Feb 25, 2020","12,442.24","12,406.97","12,446.92","12,404.36","-","0.28%"
"Feb 24, 2020","12,406.97","12,506.96","12,506.96","12,358.58","-","-0.80%"
"Feb 21, 2020","12,506.96","12,279.24","12,507.26","12,279.24","-","1.85%"
"Feb 20, 2020","12,279.24","12,274.85","12,279.24","12,221.75","-","0.04%"
"Feb 19, 2020","12,274.85","12,263.19","12,276.00","12,244.68","-","0.10%"
"Feb 18, 2020","12,263.19","12,338.46","12,350.95","12,258.50","-","-0.61%"
"Feb 17, 2020","12,338.46","12,340.24","12,340.24","12,225.78","-","-0.01%"
